я	2.0696013437849943
мой	1.7157267834825414
ты	1.3263699741740638
если	1.3164541955471956
так	1.266826828661578
любить	1.2365481853953062
свой	1.2154235428156037
не	1.1925485291718776
твой	1.1846513500123856
друг	1.1838268731776476
знаешь	1.1641037259399811
думать	1.1636226526145415
умереть	1.1634901933605932
бежать	1.152790672673788
сердце	1.148931884150864
нахуй	1.14628
мама	1.1418929210616504
лишь	1.1302448610839457
много	1.1298534110129674
когда	1.117420485353435
верить	1.114256579132013
хотеться	1.1130329058320587
любовь	1.112943494772286
сука	1.112135677646989
жизнь	1.1098738932116985
помочь	1.1041250406007932
бывший	1.1023762376237625
почему	1.1016734930484942
никто	1.1008841382950647
никогда	1.0979842243645925
хотеть	1.097562678958028
всегда	1.0919624878812737
деньга	1.0908459282652831
боль	1.0867401556577843
гулять	1.0865833051706657
гореть	1.0851903229932214
уверенный	1.0851628229238839
дождь	1.0821359925400118
тратить	1.08083
спать	1.0771894346245934
чтобы	1.0766584857950319
сук	1.07394753377317
слишком	1.0735900427849085
очень	1.0724065526817421
одиноко	1.06978
больно	1.0697560641493558
трек	1.066625149511185
жить	1.0660486477292057
пачка	1.0658118811881188
слеза	1.0657303370786517
один	1.0651843289937948
звезда	1.0650181300554962
о	1.0643529035485537
обещать	1.0620085072061605
уходить	1.0606443707514417
потолок	1.05872
время	1.0586298712899083
сигарета	1.0568811881188118
холод	1.0554675118858954
доверять	1.055007177862482
телефон	1.054627539503386
увидеть	1.0544128039114573
уйти	1.0543108790775413
пустота	1.053953332874463
день	1.0530242095866074
позвонить	1.0521172319153107
дерьмо	1.05186
огонь	1.0513211186113791
нибыть	1.05071
дружба	1.0505247524752475
оставаться	1.0503267326732673
белый	1.0498436278342456
кричать	1.0493871975392375
ууу	1.0493366336633663
семья	1.049307576960395
остальной	1.0491361793558047
врать	1.04799
сто	1.0472737875400915
молодая	1.0465373269143916
никакой	1.0458991649351157
заставлять	1.04552
проблема	1.0448736266443317
убегать	1.04484
среди	1.044607059747105
папа	1.0442111677920953
надеяться	1.04416
свободный	1.0438587884377637
ненавидеть	1.043364722639867
зима	1.043
–	1.042657453422298
закрой	1.0423900000000001
запомнить	1.042139336278397
выдыхать	1.04135
пытаться	1.041103481031446
гратат	1.04097
вздумать	1.04065
последний	1.040555878790191
заработать	1.04033
орёл	1.04033
биться	1.0394139252004264
курить	1.0391523615556202
ааа	1.039009900990099
надевать	1.03855
колготки	1.03855
аллея	1.03855
снег	1.03855
летом	1.03855
честно	1.0380207474114256
себя	1.0379486107897937
дышать	1.0378170443837853
менять	1.0375880281690142
выход	1.0374950495049506
оказаться	1.0366494709124192
пока	1.0365372913194169
весна	1.03616
погаснуть	1.03563
жестокий	1.03547
про	1.035462677838796
совсем	1.035451616378255
сильно	1.0353366336633663
мир	1.035224003996073
тело	1.0351821970559412
потушить	1.0348
проживать	1.03423
опускать	1.0337
разочаровать	1.03367
пиздеть	1.03307
неважно	1.033069306930693
подлый	1.0327
разлюбить	1.03257
дорога	1.0321650779154061
бумажка	1.0320399999999998
быстро	1.031986151137515
люба	1.0316369179328317
услышать	1.0312444802072498
взрослый	1.0311287128712872
битло	1.03094
чувствовать	1.0309197462101032
бояться	1.0305709505873997
спальня	1.03032
никуда	1.03004
гордый	1.030029702970297
правда	1.0299486487499532
сгорать	1.02978
холодный	1.02961
зад	1.02918
бороться	1.029039603960396
они	1.028997586934474
настоящий	1.0289754678330743
расстаться	1.02859
петься	1.02859
выглянуть	1.02859
непросто	1.02859
мёртвый	1.028555436629123
полно	1.0284059405940593
утонуть	1.02836
променять	1.0282200000000001
подделка	1.0282200000000001
закрутить	1.0282200000000001
завертеть	1.0282200000000001
светло	1.0282200000000001
братишка	1.0282200000000001
грустно	1.0282200000000001
докуривать	1.0282200000000001
гнилой	1.0282200000000001
сложно	1.0279515981294896
куча	1.0277858654088783
карман	1.0274472036871432
серый	1.027326504955609
говорят	1.027305866313418
второе	1.0273
поебать	1.02714
песня	1.0270369903279943
отнять	1.02677
просто	1.0264269449875991
спичка	1.02641
зажигаться	1.02641
забываться	1.02641
душа	1.0263999175002578
птица	1.0261546587374557
просить	1.0259752980009207
умножать	1.02596
спокойно	1.0258855718962232
посреди	1.0256100000000001
даже	1.0256095936042637
выступать	1.02553
ебу	1.02553
ладонь	1.0254158415841585
внизвверх	1.02521
вверхвниз	1.02521
гитара	1.024930693069307
потому	1.0244962894890266
одинокий	1.02441
убежать	1.0243200000000001
топить	1.0240099999999999
темно	1.0236633663366337
отпускать	1.0234999999999999
продолжить	1.0234851485148515
вернуть	1.0234306973798781
одинаковый	1.02328
зимой	1.0231616488020177
держать	1.0230469743509478
очко	1.02296
улетать	1.022821782178218
коготь	1.02282
базарить	1.02271
язык	1.0224895801173202
уют	1.0224674617706737
прийти	1.0223431162013839
сантиметр	1.02233
потеряться	1.0222799999999999
терпеть	1.0221519608805798
достойный	1.0221
подлеть	1.0221
пообещать	1.022
назад	1.0218658480314144
дно	1.0218613853666143
дом	1.0218200419819723
монета	1.0218099999999999
маленькая	1.02163
похуй	1.0212608158220025
что	1.0212591293623416
лучик	1.02121
бег	1.02121
град	1.02121
листопад	1.02121
лимонад	1.02121
будто	1.021208857650304
глупый	1.021124318492689
причинять	1.02105
тёлка	1.021
чем	1.0209568530005573
самоубийца	1.0209000000000001
полюбить	1.02071
проебал	1.0206600000000001
плохо	1.0204600000000001
включить	1.0204268202774036
бэнкролл	1.02033
ценить	1.0203267326732672
стакан	1.020277230053857
умирать	1.02027
значить	1.020188118811881
воооо	1.02012
взлететь	1.0201099999999999
календарь	1.02003
воу	1.02002
наркоман	1.02001
пахнуть	1.019930693069307
играть	1.0199026345933562
сучка	1.0198399999999999
ком	1.01958
обратно	1.0195453475600187
пустой	1.0194300143604769
растерять	1.01926
вено	1.01926
ждать	1.019232488689401
погибать	1.01896
запутаться	1.018873701260222
болеть	1.0187722772277228
оно	1.0186796240798395
засыпать	1.0185415910450981
закрывать	1.0184059405940593
начаться	1.0184059405940593
извинить	1.0183663366336635
дожимать	1.0182200000000001
срывать	1.0182200000000001
допивать	1.0182200000000001
запивать	1.0182200000000001
посылать	1.0182200000000001
лизер	1.0182200000000001
кидать	1.0182200000000001
обсуждать	1.0182200000000001
струна	1.0182200000000001
насладиться	1.0182200000000001
убийца	1.0182200000000001
кошмар	1.0182200000000001
передоза	1.0181287128712873
снова	1.0181165564411283
выключить	1.018039603960396
тёмный	1.0180078673229358
продать	1.0178019801980198
коробка	1.0177623762376238
нелегко	1.0177500000000002
крыса	1.0177500000000002
расти	1.0176909302005235
ночью	1.0175987410279046
ноль	1.0175742574257427
протоптать	1.01746
утроба	1.01746
деревянный	1.01746
гроб	1.01746
беспечный	1.01746
разбиться	1.01733
стрелять	1.0173168316831682
влюбиться	1.01728
костя	1.0172274296990627
постараться	1.01703
угараесть	1.01703
синий	1.01703
знать	1.0170227134221665
пройти	1.016979705762633
писать	1.0168708224282699
устать	1.0167585914297836
указать	1.01672
змей	1.0162515683504412
сбываться	1.0162475247524754
ничто	1.0161960469748452
открытый	1.016102105127977
пройда	1.01607
шмотки	1.0160200000000001
сжигать	1.015980198019802
напиться	1.01593
братан	1.015877578789011
крыша	1.0157773356692499
читать	1.0156686482045334
тачка	1.015658768517427
сносить	1.01559
понарошку	1.01559
бедность	1.01559
острожный	1.01559
воэй	1.01559
счёт	1.01559
факт	1.01559
дагестанец	1.01559
пролетать	1.01559
меняться	1.01559
спин	1.01559
восьмёрка	1.01559
вооэй	1.01559
пробывать	1.01559
микстейп	1.01559
завтрашний	1.01559
ноготь	1.01559
детство	1.015435210288835
отпустить	1.0153960396039605
наклейка	1.01533
нирвана	1.01533
диван	1.01533
родаки	1.01533
съебали	1.01533
освободиться	1.01533
пойло	1.01533
разбиваться	1.01533
глотка	1.01533
разрываться	1.01533
уебаны	1.01533
порваный	1.01533
футболка	1.01533
отращивать	1.01533
чёлка	1.01533
водник	1.01533
уёбка	1.01533
рейве	1.01533
скучно	1.01533
вооо	1.01533
аааа	1.01533
кататься	1.01533
печаль	1.01533
лишить	1.01533
ночной	1.01533
вывозить	1.01533
соло	1.01533
модно	1.01533
нонононо	1.01533
тусила	1.01533
мудаковы	1.01533
трусливый	1.01533
пиздлявый	1.01533
храбрый	1.01533
подсказать	1.01533
два	1.0151456950008233
ха	1.0150908501592022
враньё	1.01504
мор	1.014950495049505
счастие	1.0149454929082171
потухать	1.0149299999999999
нанананан	1.01491
уу	1.01491
одобрение	1.01491
разорвать	1.01491
река	1.01491
плоский	1.01491
охранять	1.01491
родной	1.0149009900990098
подняться	1.0149009900990098
ответ	1.0147942852681708
глубокий	1.0146096901805648
никак	1.0145447045883094
падение	1.0145337340821008
случается	1.014529855393344
тусоваться	1.0144499999999999
район	1.014412232822005
шоколад	1.0143300000000002
жалкий	1.0142871287128712
близкие	1.0142445915066625
прийтись	1.014188118811881
душить	1.0140902964315415
еее	1.01406
научить	1.0140099999999999
считать	1.0139209130735534
наверх	1.0138500000000001
сгореть	1.0135643564356436
закончиться	1.013518972873373
солнце	1.0134861639145814
