(' ', ' ', ' ')	17303.922001536655		0
(' ', ' ', 'с')	11397.958192399741		1.0187391981809393
(' ', '\n', ' ')	11262.176220713043		0
(' ', ' ', 'в')	10596.513383907519		3.056217594542818
(' ', ' ', 'п')	9134.925330954757		0
(',', ' ', '\n')	9130.509657078766		0
('е', ' ', ' ')	8823.620322697449		0
(',', ' ', ' ')	8731.99508977065		1.0187391981809393
('й', ' ', ' ')	8146.918301201947		1.0187391981809393
(' ', ' ', 'н')	8132.567361104978		3.5655871936332875
('и', ' ', ' ')	8002.304981763266		0.5093695990904696
('\n', ' ', ' ')	7891.913134863511		0
('о', ' ', ' ')	7166.638700732118		0.5093695990904696
('а', ' ', ' ')	6601.4324446053715		0.5093695990904696
(' ', ' ', 'т')	6178.631670979308		1.0187391981809393
(' ', ' ', 'м')	6149.929790785372		0.5093695990904696
('ь', ' ', ' ')	5615.633251790556		3.056217594542818
('я', ' ', ' ')	5221.534358358429		1.528108797271409
(' ', ' ', 'д')	4943.346904171046		0.5093695990904696
(' ', ' ', 'б')	4741.329824344493		0.5093695990904696
(' ', ' ', 'о')	4693.861330177599		1.528108797271409
(' ', ' ', 'и')	4687.237819363613		0
(' ', ' ', 'к')	4637.561488258723		0
(' ', ' ', 'з')	4555.871521552905		0
('т', ' ', ' ')	4413.4660390522195		2.0374783963618786
('м', ' ', ' ')	4222.488143915643		0
('в', ' ', ' ')	3838.3245167044943		0
(' ', 'н', 'е')	3565.6566548620985		7291.116441380982
('о', 'й', ' ')	3538.05869313716		3072.517421713713
('И', ' ', ' ')	3426.5629277684066		0
(' ', 'И', ' ')	3421.043335423419		11.206131179990333
(' ', 'п', 'о')	3403.380639919458		4854.292279332176
('.', '\n', ' ')	3371.3670043185293		0
(' ', 'в', ' ')	3327.210265558627		3597.1681087768966
(' ', ' ', 'г')	3221.2340925348617		0.5093695990904696
(' ', 'и', ' ')	3108.634408697111		3625.183436726872
(' ', ' ', 'л')	3015.905257301317		0
(' ', '―', ' ')	2949.6701491614635		0
('―', ' ', ' ')	2946.358393754471		0
(' ', 'н', 'а')	2861.356671641659		4834.936234566738
('ы', ' ', ' ')	2842.590057668701		0
(' ', ' ', 'р')	2839.278302261708		0.5093695990904696
('х', ' ', ' ')	2759.796172493884		0.5093695990904696
(' ', 'п', 'р')	2746.5491508659134		3295.6213061153385
('к', ' ', ' ')	2567.71435888831		0
('н', 'е', ' ')	2423.1010394496307		6488.349953214402
('\n', ' ', 'И')	2409.85401782166		0
(' ', ' ', 'у')	2387.7756484417087		0
('ы', 'й', ' ')	2317.1248664258655		1496.0185125287094
(' ', 'с', 'т')	2131.6665636342764		1511.808970100514
('у', ' ', ' ')	2115.107786599313		0
(' ', 'з', 'а')	2104.0686019093373		2352.268808599789
('н', 'ы', 'й')	2101.8607649713426		831.2911857156465
('ю', ' ', ' ')	2047.7687599904623		1.0187391981809393
('\n', ' ', 'В')	2041.1452491764767		0
('й', ',', ' ')	1995.8845919475773		1453.7408358042003
(' ', 'м', 'о')	1979.3258149126136		3132.113664807298
('а', ',', ' ')	1962.7670378776504		2432.749205256083
