;2rbina2rista;basta;brb;eldzhey;face;feduk;gnoiny;guf;husky;kasta;korzh;krovostok;kunteynir;lizer;lsp;morgenshtern;noizemc;skriptonite;timati;xleb
('р', 'ы', 'м');0;23,29047885;0;0;0;0;40,5202804;78,87834986;0;35,20234307;102,3002952;76,94336968;90,47863196;50,06926248;42,55590782;0;114,2609033;0;0;0
('?', '\n', 'Ш');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('У', 'х', 'о');0;34,93571828;0;0;0;0;0;0;0;7,040468614;0;0;0;166,8975416;0;0;0;0;118,6098921;0
('х', 'и', 'о');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
"('(', '""', 'С')";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,78572123;0;0;0;0
('л', ' ', 'д');66,6888963;46,5809577;114,1422212;116,3805644;45,5145419;0;67,53380067;59,1587624;0;119,6879664;131,528951;120,9110095;90,47863196;83,4487708;63,83386174;32,39286061;91,40872268;158,7112645;158,1465228;259,5548634
('И', 'н', 'ц');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('б', 'ы', 'м');0;0;0;0;22,75727095;0;0;19,71958747;0;0;29,22865577;0;0;0;0;0;5,713045167;0;0;0
('ч', 'а', 'л');133,3777926;349,3571828;456,5688848;58,19028222;91,02908379;919,7939662;162,0811216;236,6350496;77,50135627;197,1331212;175,3719346;164,8786493;331,7549839;83,4487708;85,11181565;259,1428849;91,40872268;158,7112645;355,8296762;64,88871585
('С', 'г', 'н');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('(', 'в', 'е');0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,27795391;0;0;0;0;0
('…', '\n', 'Т');0;23,29047885;0;0;0;0;0;0;0;7,040468614;14,61432789;0;0;0;42,55590782;0;0;0;0;0
('б', 'а', 'й');0;0;0;0;0;0;0;39,43917493;19,37533907;7,040468614;29,22865577;10,99190995;0;16,68975416;0;32,39286061;5,713045167;13,22593871;0;0
('?', ' ', 'Б');133,3777926;0;0;0;0;91,97939662;0;19,71958747;135,6273735;21,12140584;43,84298366;10,99190995;0;0;21,27795391;0;5,713045167;0;0;0
('Т', 'а', ',');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('с', 'е', ')');0;0;0;58,19028222;22,75727095;0;324,1622432;0;0;0;0;0;0;0;0;0;0;26,45187742;0;0
('а', 'п', '.');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('м', 'е', ',');0;0;0;0;22,75727095;0;81,0405608;39,43917493;19,37533907;14,08093723;0;32,97572986;90,47863196;0;0;0;0;92,58157098;0;0
(' ', 'б', 'у');1267,08903;593,9072107;798,9955485;1280,186209;1342,678986;367,9175865;999,5002499;1143,736073;794,3889018;943,4227942;906,088329;725,466057;361,9145279;1301,800824;851,1181565;2170,321661;914,0872268;648,0709968;869,8058751;778,6645902
('р', 'е', 'ч');133,3777926;209,6143097;114,1422212;0;182,0581676;183,9587932;81,0405608;236,6350496;96,87669534;352,0234307;102,3002952;153,8867394;90,47863196;0;170,2236313;97,17858184;142,8261292;52,90375484;237,2197841;0
('у', 'х', '\n');0;46,5809577;0;58,19028222;0;91,97939662;0;19,71958747;38,75067814;28,16187445;87,68596732;0;60,31908798;33,37950832;42,55590782;0;22,85218067;39,67781613;0;0
('!', ' ', 'Е');800,2667556;0;0;0;22,75727095;0;0;0;0;7,040468614;87,68596732;0;0;0;127,6677235;0;0;0;0;0
('ю', ' ', 'С');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
(' ', '(', 'В');0;0;0;0;0;0;0;0;19,37533907;21,12140584;0;0;120,638176;0;0;226,7500243;0;39,67781613;0;64,88871585
('б', 'о', 'ё');0;0;0;0;22,75727095;0;0;0;0;0;0;0;0;0;63,83386174;32,39286061;28,56522584;13,22593871;0;0
('ч', '\n', 'И');0;0;0;0;22,75727095;0;0;0;0;0;0;0;0;0;21,27795391;0;5,713045167;0;0;0
('б', 'а', ':');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('я', 'з', 'н');200,0666889;11,64523943;114,1422212;58,19028222;0;0;81,0405608;0;58,12601721;7,040468614;0;54,95954977;30,15954399;33,37950832;85,11181565;0;51,41740651;119,0334484;0;0
('о', ' ', 'Л');0;0;0;0;0;0;0;19,71958747;0;14,08093723;0;10,99190995;0;16,68975416;0;64,78572123;0;13,22593871;0;0
('и', 'ф', 'ф');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;26,45187742;0;0
('а', 'д', 'ы');0;186,3238308;0;0;22,75727095;0;391,6960439;98,59793733;77,50135627;49,2832803;29,22865577;131,9029195;30,15954399;0;0;0;119,9739485;13,22593871;39,53663069;0
('х', 'ш', 'и');0;0;0;0;0;0;13,50676013;0;0;7,040468614;0;0;0;0;21,27795391;0;0;0;0;0
('у', 'ж', 'д');0;11,64523943;0;0;22,75727095;91,97939662;27,01352027;19,71958747;38,75067814;21,12140584;14,61432789;10,99190995;60,31908798;33,37950832;0;0;39,99131617;39,67781613;79,07326138;0
('!', '\n', 'Ш');0;0;0;0;0;0;0;0;0;0;29,22865577;0;0;0;0;0;5,713045167;0;0;0
('н', 'і', ' ');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('о', 'с', 'н');133,3777926;34,93571828;228,2844424;58,19028222;45,5145419;91,97939662;108,0540811;59,1587624;232,5040688;190,0926526;43,84298366;153,8867394;150,7977199;33,37950832;42,55590782;64,78572123;45,70436134;52,90375484;39,53663069;0
(' ', ' ', 'р');0;0;0;0;0;0;40,5202804;0;0;0;0;0;0;0;0;0;0;0;0;0
('е', 'ё', ',');0;0;0;0;68,27181284;0;0;0;0;21,12140584;0;0;30,15954399;16,68975416;21,27795391;0;22,85218067;13,22593871;0;0
('д', 'ю', 'х');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('п', ' ', 'р');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('В', 'ы', 'с');0;11,64523943;0;0;22,75727095;0;13,50676013;0;19,37533907;7,040468614;160,7576068;10,99190995;30,15954399;116,8282791;0;0;45,70436134;0;0;0
('»', ' ', 'м');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;158,1465228;0
('Ц', 'в', 'е');0;0;0;0;0;275,9381898;0;0;0;0;0;21,98381991;0;0;0;0;5,713045167;0;0;0
('й', ' ', 'ц');66,6888963;34,93571828;0;58,19028222;68,27181284;0;27,01352027;59,1587624;19,37533907;21,12140584;58,45731155;21,98381991;0;0;0;32,39286061;39,99131617;0;0;0
('-', 'е', '-');0;0;0;0;0;0;0;0;0;0;146,1432789;0;0;116,8282791;21,27795391;0;5,713045167;26,45187742;79,07326138;0
('з', '\n', 'У');0;0;0;0;0;0;0;0;0;0;0;0;0;0;106,3897696;0;0;0;0;0
('Ч', 'у', 'в');0;81,51667598;0;58,19028222;0;0;0;0;19,37533907;7,040468614;0;43,96763982;0;33,37950832;42,55590782;32,39286061;0;26,45187742;39,53663069;0
('л', 'а', ',');600,2000667;151,3881125;0;116,3805644;250,3299804;275,9381898;216,1081621;39,43917493;368,1314423;98,56656059;14,61432789;197,8543792;90,47863196;567,4516414;297,8913548;0;234,2348519;52,90375484;39,53663069;1622,217896
('у', 'м', 'ц');0;11,64523943;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
(' ', 'у', ')');0;0;0;0;0;0;0;0;0;0;0;0;0;33,37950832;0;0;0;13,22593871;0;0
('х', 'т', 'а');0;0;0;0;0;0;13,50676013;0;38,75067814;7,040468614;0;0;0;0;0;0;0;0;0;0
('р', ':', ' ');66,6888963;0;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;0;0;0;0;0;0;0
('р', 'ё', 'в');0;0;0;0;0;0;0;0;0;14,08093723;0;10,99190995;0;0;0;0;11,42609033;0;39,53663069;0
('т', 'я', 'б');0;0;0;0;0;0;0;39,43917493;38,75067814;7,040468614;0;0;60,31908798;0;0;0;5,713045167;13,22593871;0;0
(' ', 'в', 'г');0;0;0;0;0;0;0;0;0;14,08093723;0;0;0;0;0;0;0;0;39,53663069;0
('ч', 'ь', 'с');0;0;0;0;0;0;0;0;0;0;0;21,98381991;0;33,37950832;0;0;0;0;0;0
('е', 'в', '\n');0;46,5809577;0;0;159,3008966;0;54,02704053;0;0;42,24281168;0;10,99190995;30,15954399;16,68975416;63,83386174;0;45,70436134;52,90375484;0;0
('л', 'ё', 'н');0;23,29047885;0;174,5708467;0;91,97939662;0;0;19,37533907;119,6879664;0;21,98381991;120,638176;0;361,7252165;712,6429335;114,2609033;26,45187742;0;0
('к', ' ', 'х');66,6888963;186,3238308;114,1422212;58,19028222;68,27181284;0;67,53380067;118,3175248;96,87669534;42,24281168;102,3002952;10,99190995;0;417,243854;106,3897696;259,1428849;28,56522584;26,45187742;118,6098921;454,221011
('а', 'в', 'о');0;93,16191541;0;116,3805644;0;0;27,01352027;98,59793733;116,2520344;112,6474978;14,61432789;109,9190995;120,638176;0;170,2236313;97,17858184;85,69567751;489,3597323;39,53663069;0
('а', ' ', 'Ч');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('б', 'е', 'н');66,6888963;23,29047885;0;0;68,27181284;0;13,50676013;78,87834986;38,75067814;42,24281168;58,45731155;120,9110095;90,47863196;16,68975416;0;0;22,85218067;26,45187742;39,53663069;0
('а', 'е', '!');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('\n', '«', 'К');0;0;0;0;0;0;0;0;19,37533907;14,08093723;0;10,99190995;0;0;0;0;11,42609033;0;0;0
('у', 'х', 'ш');0;0;0;0;0;0;13,50676013;0;0;7,040468614;0;0;0;0;21,27795391;0;0;0;0;0
('м', 'ж', ',');0;0;0;0;0;0;0;0;0;7,040468614;0;0;30,15954399;0;0;0;45,70436134;0;0;0
('т', ' ', 'щ');0;0;0;0;0;0;13,50676013;19,71958747;0;0;0;0;30,15954399;0;0;32,39286061;0;0;0;64,88871585
('«', 'К', 'е');0;0;0;0;0;0;0;0;0;0;0;0;0;0;42,55590782;0;0;0;0;0
('т', 'о', '…');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;13,22593871;0;0
"('а', '""', ':')";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('и', 'е', '*');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64,88871585
('я', 'й', 'н');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('Г', 'Д', 'Р');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
(' ', 'И', 'с');0;0;0;0;0;0;0;0;0;7,040468614;14,61432789;10,99190995;0;0;0;0;0;0;0;0
(' ', ' ', 'у');0;0;0;0;0;0;0;0;0;0;14,61432789;0;0;0;0;0;5,713045167;0;0;0
('С', 'е', 'м');0;11,64523943;114,1422212;0;0;0;0;19,71958747;0;0;0;10,99190995;60,31908798;16,68975416;0;32,39286061;5,713045167;39,67781613;0;0
('г', 'и', 'я');0;0;114,1422212;0;0;0;0;19,71958747;19,37533907;21,12140584;0;21,98381991;90,47863196;0;0;0;0;0;39,53663069;0
('и', 'ю', 'щ');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
('ь', 'е', 'т');0;23,29047885;0;0;45,5145419;0;54,02704053;19,71958747;38,75067814;63,36421752;29,22865577;0;60,31908798;83,4487708;21,27795391;0;0;0;39,53663069;194,6661476
('о', 'т', ')');0;0;0;58,19028222;0;0;0;0;0;0;0;0;0;0;0;64,78572123;0;0;0;0
('б', 'ы', '\n');0;0;0;232,7611289;22,75727095;91,97939662;54,02704053;59,1587624;38,75067814;91,52609198;14,61432789;43,96763982;30,15954399;33,37950832;21,27795391;0;34,278271;52,90375484;0;0
('Ш', 'е', 'л');0;0;0;0;0;0;13,50676013;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('о', 'с', ' ');66,6888963;209,6143097;114,1422212;116,3805644;113,7863547;0;40,5202804;59,1587624;77,50135627;176,0117153;58,45731155;153,8867394;30,15954399;66,75901664;127,6677235;0;125,6869937;79,35563227;39,53663069;0
('-', 'м', ')');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;26,45187742;0;0
('к', 'у', 'ч');0;23,29047885;0;0;91,02908379;367,9175865;27,01352027;98,59793733;58,12601721;70,40468614;131,528951;32,97572986;0;166,8975416;63,83386174;64,78572123;57,13045167;79,35563227;0;129,7774317
('У', ' ', 'л');66,6888963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
('Я', ' ', 'м');66,6888963;34,93571828;0;0;273,0872514;0;0;39,43917493;38,75067814;14,08093723;14,61432789;21,98381991;0;16,68975416;148,9456774;97,17858184;5,713045167;13,22593871;39,53663069;64,88871585
('р', 'е', '!');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;45,70436134;0;0;0
('у', 'я', 'к');0;0;0;0;0;0;0;0;0;0;0;21,98381991;60,31908798;0;0;0;0;0;0;0
('т', 'у', 'н');0;11,64523943;0;0;0;0;40,5202804;78,87834986;19,37533907;14,08093723;0;32,97572986;30,15954399;0;21,27795391;0;34,278271;13,22593871;0;0
('“', '»', '\n');0;0;0;0;0;0;0;0;0;35,20234307;0;0;0;0;0;0;0;0;0;0
('Г', 'Н', 'К');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('я', 'д', 'и');0;34,93571828;0;58,19028222;0;0;40,5202804;19,71958747;96,87669534;77,44515475;29,22865577;21,98381991;30,15954399;33,37950832;21,27795391;32,39286061;62,84349684;0;0;0
('г', 'о', ':');0;0;0;0;0;0;0;19,71958747;19,37533907;0;14,61432789;0;0;0;0;0;0;0;0;0
('е', 'г', 'а');0;81,51667598;114,1422212;349,1416933;22,75727095;0;54,02704053;39,43917493;213,1287298;28,16187445;29,22865577;76,94336968;60,31908798;283,7258207;42,55590782;32,39286061;114,2609033;52,90375484;158,1465228;259,5548634
('б', 'а', ' ');533,5111704;81,51667598;0;116,3805644;22,75727095;91,97939662;94,54732093;0;155,0027125;70,40468614;43,84298366;109,9190995;60,31908798;0;63,83386174;32,39286061;91,40872268;79,35563227;79,07326138;1881,77276
('т', 'я', 'р');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('ы', 'з', 'н');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('з', 'ь', 'я');66,6888963;128,0976337;0;0;227,5727095;0;81,0405608;39,43917493;38,75067814;49,2832803;204,6005904;65,95145973;30,15954399;383,8643457;42,55590782;323,9286061;97,12176784;26,45187742;39,53663069;583,9984427
('\n', 'Т', 'ю');0;0;0;0;45,5145419;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('л', 'о', ')');0;11,64523943;0;0;45,5145419;0;0;0;0;7,040468614;0;0;0;0;42,55590782;97,17858184;5,713045167;13,22593871;0;0
('т', 'х', 'а');0;0;0;0;0;0;0;0;19,37533907;0;0;0;0;0;0;0;0;0;0;0
('П', 'р', 'ы');0;0;0;0;22,75727095;0;0;0;0;0;0;10,99190995;30,15954399;0;42,55590782;0;5,713045167;0;0;129,7774317
('-', 'ч', 'а');0;0;0;0;0;0;13,50676013;0;38,75067814;0;0;0;0;0;0;0;0;0;0;0
('р', 'ё', 'м');0;34,93571828;0;0;0;0;27,01352027;0;19,37533907;28,16187445;29,22865577;10,99190995;0;0;0;0;45,70436134;13,22593871;0;0
('п', 'н', 'у');0;11,64523943;0;0;45,5145419;91,97939662;0;0;77,50135627;14,08093723;14,61432789;10,99190995;60,31908798;0;42,55590782;32,39286061;28,56522584;13,22593871;39,53663069;64,88871585
('е', ' ', 'З');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,1391355;0;0;0
('“', 'ч', 'т');0;0;0;0;0;0;0;0;0;0;0;21,98381991;0;0;0;0;0;0;0;0
('г', 'о', '\n');133,3777926;93,16191541;0;58,19028222;91,02908379;0;108,0540811;236,6350496;135,6273735;190,0926526;146,1432789;296,7815688;120,638176;166,8975416;191,5015852;64,78572123;319,9305294;185,163142;79,07326138;129,7774317
('У', 'б', 'л');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('ы', '\n', 'Р');0;69,87143656;0;58,19028222;0;0;0;19,71958747;19,37533907;0;29,22865577;21,98381991;60,31908798;16,68975416;63,83386174;0;22,85218067;0;0;64,88871585
('Е', 'к', 'а');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('-', ' ', 'Г');0;0;0;0;0;0;0;39,43917493;0;0;0;0;0;0;0;0;0;0;0;0
('и', 'я', '?');0;0;0;0;0;0;13,50676013;0;0;7,040468614;0;0;0;16,68975416;0;0;0;0;0;0
('з', 'м', '?');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
(':', '\n', 'И');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;21,27795391;0;11,42609033;0;0;0
('Х', 'а', 'к');0;0;0;0;0;0;13,50676013;0;0;0;0;0;0;0;0;0;0;0;0;0
(' ', 'Г', 'А');0;0;0;0;0;0;13,50676013;0;0;21,12140584;0;10,99190995;0;0;0;0;0;0;0;0
(' ', '3', ' ');0;0;0;0;0;0;0;0;0;0;0;10,99190995;30,15954399;0;0;0;0;0;0;0
('з', 'д', 'у');0;23,29047885;114,1422212;116,3805644;45,5145419;367,9175865;27,01352027;0;135,6273735;63,36421752;102,3002952;164,8786493;211,1168079;133,5180333;0;0;57,13045167;92,58157098;79,07326138;0
(' ', 'Р', 'а');66,6888963;46,5809577;114,1422212;0;45,5145419;0;459,2298445;19,71958747;38,75067814;28,16187445;14,61432789;21,98381991;0;0;0;0;22,85218067;39,67781613;158,1465228;0
('ю', 'ш', 'к');0;0;0;0;0;0;13,50676013;39,43917493;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('т', ' ', 'ж');266,7555852;116,4523943;0;407,3319756;0;0;94,54732093;197,1958747;38,75067814;63,36421752;204,6005904;87,93527963;120,638176;100,138525;723,450433;32,39286061;62,84349684;105,8075097;158,1465228;0
('Д', 'у', 'х');0;0;0;0;0;0;0;19,71958747;0;0;0;0;0;0;0;0;0;0;0;0
('с', 'е', 'я');0;0;114,1422212;0;0;183,9587932;0;0;0;0;0;10,99190995;30,15954399;0;0;0;0;26,45187742;0;0
('ш', 'ё', 'в');0;0;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;16,68975416;0;0;17,1391355;13,22593871;0;0
('ы', ' ', 'у');133,3777926;93,16191541;114,1422212;0;250,3299804;183,9587932;216,1081621;39,43917493;58,12601721;70,40468614;73,07163944;120,9110095;30,15954399;350,4848374;148,9456774;194,3571637;79,98263234;198,3890807;237,2197841;64,88871585
('и', 'в', 'с');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('ш', 'н', 'ы');0;46,5809577;0;0;0;0;67,53380067;0;58,12601721;56,32374891;0;131,9029195;0;16,68975416;42,55590782;32,39286061;57,13045167;13,22593871;0;0
('л', ',', ' ');1000,333444;291,1309857;228,2844424;58,19028222;568,9317737;1011,773363;351,1757635;769,0639112;426,2574595;478,7518657;613,8017713;747,4498769;211,1168079;500,6926248;489,39294;615,4643517;502,7479747;661,2969356;632,586091;3114,658361
('з', '\n', 'Д');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;33,37950832;0;32,39286061;0;0;0;0
('\n', 'В', 'е');200,0666889;442,5190982;913,1377697;349,1416933;91,02908379;183,9587932;567,2839256;78,87834986;174,3780516;154,8903095;379,9725251;197,8543792;211,1168079;133,5180333;702,1724791;615,4643517;297,0783487;621,6191194;355,8296762;454,221011
(' ', '(', 'С');0;0;228,2844424;0;0;0;121,5608412;0;19,37533907;21,12140584;0;0;0;16,68975416;0;194,3571637;0;26,45187742;0;1557,32918
('0', '1', '1');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22,85218067;0;0;0
('х', 'у', 'р');0;0;0;0;0;0;0;0;0;14,08093723;0;10,99190995;0;0;0;0;0;0;0;0
('т', 'а', 'г');0;0;0;58,19028222;204,8154385;0;13,50676013;0;38,75067814;0;0;0;30,15954399;16,68975416;0;32,39286061;0;0;197,6831534;0
('Р', 'в', 'у');66,6888963;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
"('н', '…', '""')";0;0;0;0;0;0;0;0;0;0;58,45731155;0;0;0;0;0;0;0;0;0
('щ', 'и', 'л');0;0;0;0;0;0;13,50676013;19,71958747;0;7,040468614;0;0;0;16,68975416;0;0;0;0;0;0
('(', 'т', 'е');0;0;0;0;45,5145419;0;0;0;0;0;0;0;0;50,06926248;0;0;0;13,22593871;0;0
('у', 'х', 'и');66,6888963;0;114,1422212;0;45,5145419;0;27,01352027;0;116,2520344;7,040468614;73,07163944;0;0;0;0;32,39286061;5,713045167;13,22593871;0;0
('л', ' ', 'в');66,6888963;139,7428731;913,1377697;174,5708467;136,5436257;1103,752759;189,0946419;295,793812;135,6273735;288,6592132;160,7576068;417,6925783;392,0740718;166,8975416;234,057493;259,1428849;142,8261292;383,5522226;197,6831534;259,5548634
('я', ' ', 'Г');0;11,64523943;0;0;0;0;0;0;0;0;0;0;90,47863196;0;0;0;0;0;0;0
('р', 'е', 'р');0;0;0;0;0;0;13,50676013;0;232,5040688;7,040468614;14,61432789;21,98381991;90,47863196;0;0;0;22,85218067;13,22593871;0;0
(',', ' ', '4');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;32,39286061;5,713045167;0;0;0
('в', 'е', 'й');0;11,64523943;0;0;22,75727095;0;54,02704053;0;0;28,16187445;14,61432789;10,99190995;0;16,68975416;63,83386174;0;119,9739485;0;0;0
('в', 'ь', '\n');0;23,29047885;0;0;68,27181284;91,97939662;216,1081621;0;19,37533907;49,2832803;131,528951;0;0;250,3463124;63,83386174;194,3571637;11,42609033;26,45187742;118,6098921;0
('д', 'о', '\n');0;104,8071548;0;0;295,8445223;0;27,01352027;138,0371123;19,37533907;28,16187445;87,68596732;54,95954977;30,15954399;0;127,6677235;0;45,70436134;0;79,07326138;129,7774317
('\n', 'Е', 'б');0;0;0;0;0;0;54,02704053;0;0;0;0;65,95145973;150,7977199;0;0;32,39286061;0;0;0;0
('О', 'й', ')');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32,39286061;0;0;0;0
('и', 'м', 'у');0;81,51667598;114,1422212;58,19028222;91,02908379;0;40,5202804;138,0371123;0;35,20234307;87,68596732;98,92718959;241,2763519;200,2770499;21,27795391;0;51,41740651;52,90375484;158,1465228;0
('Ш', 'п', 'а');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('р', '\n', 'Х');0;0;0;0;0;0;0;0;0;7,040468614;14,61432789;0;30,15954399;0;0;0;0;0;0;0
('ю', 'б', 'о');133,3777926;454,1643376;0;0;318,6017933;275,9381898;337,6690033;59,1587624;58,12601721;260,4973387;350,7438693;186,8624692;90,47863196;484,0028706;553,2268017;226,7500243;239,947897;238,0668968;197,6831534;0
('Б', 'ы', 'л');133,3777926;23,29047885;0;0;0;0;13,50676013;59,1587624;19,37533907;42,24281168;0;43,96763982;60,31908798;0;21,27795391;64,78572123;28,56522584;0;39,53663069;2011,550191
('н', 'к', 'р');0;0;0;0;0;0;13,50676013;19,71958747;0;0;0;76,94336968;0;66,75901664;21,27795391;0;11,42609033;0;0;194,6661476
('л', 'ё', 'ч');0;0;0;0;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('э', '\n', 'А');0;0;0;0;0;0;0;0;0;0;0;0;30,15954399;0;0;0;0;0;0;0
('-', 'Р', 'у');0;0;0;174,5708467;0;0;0;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('ё', 'п', 'т');0;0;0;0;0;0;0;0;0;0;0;32,97572986;30,15954399;0;0;0;0;0;0;0
('е', 'г', 'с');0;0;0;0;0;0;13,50676013;0;0;0;0;10,99190995;0;0;0;0;0;0;0;0
('П', 'о', 'т');66,6888963;23,29047885;114,1422212;58,19028222;0;91,97939662;135,0676013;197,1958747;58,12601721;56,32374891;43,84298366;263,8058389;301,5954399;33,37950832;234,057493;0;91,40872268;39,67781613;632,586091;194,6661476
(' ', '(', 'Г');0;0;228,2844424;0;136,5436257;0;0;0;0;7,040468614;0;0;0;0;0;32,39286061;0;0;0;0
('е', 'г', 'р');0;11,64523943;0;0;45,5145419;183,9587932;27,01352027;0;19,37533907;7,040468614;29,22865577;21,98381991;30,15954399;0;0;0;5,713045167;0;0;0
('В', 'к', 'л');0;0;0;0;0;0;0;0;0;7,040468614;0;10,99190995;0;16,68975416;0;0;5,713045167;0;0;0
('д', 'у', '\n');0;58,22619713;114,1422212;232,7611289;22,75727095;183,9587932;67,53380067;236,6350496;135,6273735;126,728435;58,45731155;153,8867394;90,47863196;133,5180333;127,6677235;194,3571637;91,40872268;66,12969356;39,53663069;64,88871585
('д', 'а', 'в');66,6888963;244,5500279;0;290,9514111;227,5727095;0;283,6419628;394,3917493;174,3780516;443,5495227;336,1295414;263,8058389;603,1908798;200,2770499;170,2236313;259,1428849;399,9131617;383,5522226;434,9029376;843,5533061
('ё', 'з', 'е');0;0;0;0;0;0;0;0;0;7,040468614;0;0;0;0;0;0;0;0;0;0
('а', 'к', 'ж');0;0;0;0;91,02908379;183,9587932;0;39,43917493;0;0;29,22865577;21,98381991;60,31908798;0;0;0;17,1391355;13,22593871;0;0
('ж', 'г', 'л');0;0;0;0;0;0;13,50676013;0;0;7,040468614;0;10,99190995;0;0;0;0;5,713045167;0;0;64,88871585
('\n', 'З', 'а');533,5111704;384,2929011;114,1422212;989,2347978;432,388148;827,8145695;310,6554831;276,0742245;852,514919;457,6304599;467,6584924;681,4984172;904,7863196;417,243854;446,8370322;809,8215153;702,7045556;264,5187742;474,4395683;194,6661476
('н', 'и', 'ж');0;11,64523943;0;0;0;0;27,01352027;19,71958747;58,12601721;35,20234307;0;32,97572986;90,47863196;16,68975416;0;32,39286061;5,713045167;0;39,53663069;0
('л', '/', 'в');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,42609033;0;0;0
('А', 'З', 'а');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;0;0
('о', 'ж', 'ё');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,713045167;0;39,53663069;0
('\n', 'Я', 'з');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51,41740651;0;0;0
('м', 'а', 'ч');0;11,64523943;0;0;0;0;0;19,71958747;0;0;0;21,98381991;0;0;0;0;5,713045167;0;0;0
('ь', ' ', 'ц');0;0;114,1422212;58,19028222;0;0;13,50676013;0;19,37533907;70,40468614;29,22865577;10,99190995;0;16,68975416;276,6134009;64,78572123;11,42609033;0;0;0
('ж', 'ж', 'ё');0;0;0;0;0;0;13,50676013;0;19,37533907;0;14,61432789;0;0;0;21,27795391;0;11,42609033;0;0;0
('а', 'х', 'с');0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;52,90375484;0;0
