(' ', ' ', ' ')	17303.922001536655		0
(' ', ' ', 'с')	11397.958192399741		3.807907805982528
(' ', '\n', ' ')	11262.176220713043		0
(' ', ' ', 'в')	10596.513383907519		2.2847446835895164
(' ', ' ', 'п')	9134.925330954757		0
(',', ' ', '\n')	9130.509657078766		0.7615815611965056
('е', ' ', ' ')	8823.620322697449		3.046326244786022
(',', ' ', ' ')	8731.99508977065		6.092652489572044
('й', ' ', ' ')	8146.918301201947		0
(' ', ' ', 'н')	8132.567361104978		1.523163122393011
('и', ' ', ' ')	8002.304981763266		1.523163122393011
('\n', ' ', ' ')	7891.913134863511		0
('о', ' ', ' ')	7166.638700732118		0
('а', ' ', ' ')	6601.4324446053715		2.2847446835895164
(' ', ' ', 'т')	6178.631670979308		1.523163122393011
(' ', ' ', 'м')	6149.929790785372		0
('ь', ' ', ' ')	5615.633251790556		0
('я', ' ', ' ')	5221.534358358429		0.7615815611965056
(' ', ' ', 'д')	4943.346904171046		2.2847446835895164
(' ', ' ', 'б')	4741.329824344493		1.523163122393011
(' ', ' ', 'о')	4693.861330177599		0.7615815611965056
(' ', ' ', 'и')	4687.237819363613		2.2847446835895164
(' ', ' ', 'к')	4637.561488258723		0
(' ', ' ', 'з')	4555.871521552905		0
('т', ' ', ' ')	4413.4660390522195		1.523163122393011
('м', ' ', ' ')	4222.488143915643		1.523163122393011
('в', ' ', ' ')	3838.3245167044943		2.2847446835895164
(' ', 'н', 'е')	3565.6566548620985		6149.009525100586
('о', 'й', ' ')	3538.05869313716		2459.9084426647128
('И', ' ', ' ')	3426.5629277684066		0
(' ', 'И', ' ')	3421.043335423419		40.363822743414794
(' ', 'п', 'о')	3403.380639919458		5995.931631300088
('.', '\n', ' ')	3371.3670043185293		0
(' ', 'в', ' ')	3327.210265558627		3925.9529479679863
(' ', ' ', 'г')	3221.2340925348617		0.7615815611965056
(' ', 'и', ' ')	3108.634408697111		3284.7012734405284
(' ', ' ', 'л')	3015.905257301317		0
(' ', '―', ' ')	2949.6701491614635		0
('―', ' ', ' ')	2946.358393754471		0
(' ', 'н', 'а')	2861.356671641659		5544.313765510561
('ы', ' ', ' ')	2842.590057668701		0.7615815611965056
(' ', ' ', 'р')	2839.278302261708		2.2847446835895164
('х', ' ', ' ')	2759.796172493884		0.7615815611965056
(' ', 'п', 'р')	2746.5491508659134		3235.960053523952
('к', ' ', ' ')	2567.71435888831		0.7615815611965056
('н', 'е', ' ')	2423.1010394496307		5691.299006821487
('\n', ' ', 'И')	2409.85401782166		0
(' ', ' ', 'у')	2387.7756484417087		1.523163122393011
('ы', 'й', ' ')	2317.1248664258655		1647.3009168680414
(' ', 'с', 'т')	2131.6665636342764		1817.1336050148623
('у', ' ', ' ')	2115.107786599313		2.2847446835895164
(' ', 'з', 'а')	2104.0686019093373		2761.4947408985295
('н', 'ы', 'й')	2101.8607649713426		1065.452604113911
('ю', ' ', ' ')	2047.7687599904623		0
