('е', ' ')	16918.559570871097		15456.938296907747
(' ', 'н')	15583.887328240395		15215.248729094488
('и', ' ')	12062.894840538445		10531.559314944914
('о', ' ')	11910.36086995208		13174.879956607818
('н', 'е')	11681.55991407253		11513.58219048089
(' ', 'с')	11401.914301330859		14103.985537296263
(' ', 'в')	11147.69101702025		12509.343209871518
(' ', 'п')	10779.067254769865		11203.710723537155
(',', ' ')	10156.22020820887		18784.113210446485
('т', 'о')	9418.9726837081		10323.960696696893
('а', ' ')	8999.504264595595		9880.77835234879
(' ', 'м')	8618.169338129679		9917.413402627853
('н', 'а')	8605.458173914149		9225.926828610549
('е', 'т')	8503.768860189906		7474.059077071496
(' ', 'т')	8325.812561172479		12216.771627781784
('с', 'т')	7957.188798922094		8013.917248544903
('р', 'а')	7842.7883209823185		5526.804390710776
('ь', ' ')	7741.099007258074		8433.693866325824
('я', ' ')	7525.0092155940565		10108.220956164636
('н', 'о')	7372.47524500769		7946.24416955719
('ы', ' ')	6787.7616910932875		6283.419943001967
('т', 'ь')	6775.050526877757		5799.5319872326845
('о', 'л')	6686.072377369043		5085.148506790968
(' ', 'к')	6622.516556291391		5427.584462871649
('к', 'о')	6508.116078351616		5058.6898593672
('т', ' ')	6381.004436196311		5570.562922988545
('л', 'и')	6330.159779334189		4531.043371320149
(' ', 'д')	6292.026286687597		6975.415337162036
('т', 'а')	6279.315122472067		5496.27518214489
(' ', 'б')	6279.315122472067		5602.10977183996
('р', 'о')	6164.914644532292		5972.530835772702
('е', 'р')	5681.8904043421335		5046.478175940847
('й', ' ')	5567.48992640236		7131.11430084805
('п', 'о')	5529.356433755767		5710.488462248853
('к', 'а')	5503.934105324706		5560.386520133249
('м', ' ')	5478.511776893646		4463.8791124752015
('а', 'л')	5364.1112989538715		4703.533399717401
('л', 'а')	5224.288492583036		5197.088938199215
(' ', 'з')	5211.577328367505		4846.003039691533
('а', 'н')	5059.043357781139		3137.893820430248
(' ', 'и')	4970.0652082724255		5477.448836862595
('н', 'и')	4855.664730332651		4670.968910580456
('д', 'а')	4830.242401901591		4936.573025103659
('д', 'е')	4830.242401901591		4066.490580975927
('в', 'е')	4728.553088177347		5272.3943193283985
('с', 'е')	4715.841923961816		4154.007645531466
('а', 'к')	4614.152610237571		4153.4988253887
('а', 'т')	4588.730281806511		2538.503692253366
('з', 'а')	4588.730281806511		3770.3572578868393
('о', 'д')	4525.174460728858		4159.604667101878
('е', 'н')	4499.752132297797		5050.0399169402
('т', 'е')	4487.040968082267		5421.987441301237
('\n', 'Н')	4487.040968082267		3280.8722805471443
(' ', 'о')	4474.329803866736		6375.516388842389
('л', 'о')	4436.196311220145		3859.9096030134365
('в', 'о')	4385.351654358023		5011.369586090078
('р', 'е')	4372.640490142492		3777.9895600283107
('о', 'в')	4359.929325926962		5159.945067777387
('о', 'м')	4283.6623406337785		3550.546956212465
('с', 'я')	4245.528847987188		2657.058785517554
('а', '\n')	4232.817683771656		3129.243878003247
('н', 'ы')	4220.106519556126		2618.3884546674326
('о', 'р')	4220.106519556126		3575.4791432079383
('и', 'т')	4194.684191125065		3447.7652873739844
('\n', 'Т')	4169.261862694005		2758.3139939277407
('в', ' ')	4092.994877400821		4058.8582788344556
('о', 'с')	4080.2837131852907		4043.5936745515132
('л', 'е')	4054.861384754229		3700.648898328068
('о', 'т')	4042.1502205386987		3905.703415862264
('м', 'о')	4004.0167278921076		4299.530206362186
('а', 'м')	3991.305563676577		3081.9236047261247
(' ', 'р')	3953.172071029985		3587.1820064915273
('д', 'о')	3826.060428874681		3467.6092729418096
('а', 'с')	3775.215772012559		3805.974667880372
('ь', '\n')	3724.3711151504367		2757.8051737849755
('е', 'л')	3711.659950934906		3494.0679203655773
('к', 'и')	3660.815294072784		2067.845060195967
(' ', 'л')	3571.837144564071		5351.7702615997
('л', 'ь')	3559.12598034854		3567.846841066467
('г', 'о')	3559.12598034854		3889.929991436557
