('е', ' ')	16918.559570871097		13683.855592623293
(' ', 'н')	15583.887328240395		14849.92894716211
('и', ' ')	12062.894840538445		10575.341506502838
('о', ' ')	11910.36086995208		14020.281456008513
('н', 'е')	11681.55991407253		9573.675361220145
(' ', 'с')	11401.914301330859		13027.749044573384
(' ', 'в')	11147.69101702025		12707.307215421397
(' ', 'п')	10779.067254769865		12956.201462767476
(',', ' ')	10156.22020820887		19350.576300548557
('т', 'о')	9418.9726837081		11203.285708522764
('а', ' ')	8999.504264595595		10150.622882591178
(' ', 'м')	8618.169338129679		8481.433021949124
('н', 'а')	8605.458173914149		9290.529611945707
('е', 'т')	8503.768860189906		5884.4080312921715
(' ', 'т')	8325.812561172479		9441.236220430488
('с', 'т')	7957.188798922094		8111.516801122841
('р', 'а')	7842.7883209823185		6560.304336011801
('ь', ' ')	7741.099007258074		7744.645158245744
('я', ' ')	7525.0092155940565		8474.58272156345
('н', 'о')	7372.47524500769		7427.247907042945
('ы', ' ')	6787.7616910932875		5027.359338595886
('т', 'ь')	6775.050526877757		6573.243792295847
('о', 'л')	6686.072377369043		5015.181026799136
(' ', 'к')	6622.516556291391		7548.26988052315
('к', 'о')	6508.116078351616		5897.347487576219
('т', ' ')	6381.004436196311		6238.340217885221
('л', 'и')	6330.159779334189		4993.868981154824
(' ', 'д')	6292.026286687597		6486.473320744004
('т', 'а')	6279.315122472067		5962.80591348375
(' ', 'б')	6279.315122472067		5933.121278479172
('р', 'о')	6164.914644532292		6214.744738779017
('е', 'р')	5681.8904043421335		4794.449125483042
('й', ' ')	5567.48992640236		6688.176609877677
('п', 'о')	5529.356433755767		7122.790112124195
('к', 'а')	5503.934105324706		6425.581761760253
('м', ' ')	5478.511776893646		5191.766547852012
('а', 'л')	5364.1112989538715		4856.862973441385
('л', 'а')	5224.288492583036		3936.6392882994587
(' ', 'з')	5211.577328367505		4681.0385968758055
('а', 'н')	5059.043357781139		3780.604668403598
(' ', 'и')	4970.0652082724255		5760.341479862781
('н', 'и')	4855.664730332651		4797.493703432229
('д', 'а')	4830.242401901591		4246.425094629289
('д', 'е')	4830.242401901591		4367.447068109492
('в', 'е')	4728.553088177347		3299.5613524319706
('с', 'е')	4715.841923961816		3456.357116815128
('а', 'к')	4614.152610237571		4865.23556280165
('а', 'т')	4588.730281806511		4299.70520874007
('з', 'а')	4588.730281806511		3937.400432786756
('о', 'д')	4525.174460728858		4159.654623077444
('е', 'н')	4499.752132297797		5110.324087711247
('т', 'е')	4487.040968082267		4571.433790705056
('\n', 'Н')	4487.040968082267		3074.262584192095
(' ', 'о')	4474.329803866736		5106.518365274762
('л', 'о')	4436.196311220145		3826.273337641411
('в', 'о')	4385.351654358023		5189.483114390121
('р', 'е')	4372.640490142492		4143.67058884421
('о', 'в')	4359.929325926962		4544.032589162368
('о', 'м')	4283.6623406337785		4418.443748758383
('с', 'я')	4245.528847987188		2850.486104926812
('а', '\n')	4232.817683771656		2497.3150628210606
('н', 'ы')	4220.106519556126		3263.7875615290177
('о', 'р')	4220.106519556126		4205.323292315256
('и', 'т')	4194.684191125065		4092.673908195319
('\n', 'Т')	4169.261862694005		1739.9762979606655
('в', ' ')	4092.994877400821		4687.888897261478
('о', 'с')	4080.2837131852907		4283.721174506835
('л', 'е')	4054.861384754229		3390.898690907596
('о', 'т')	4042.1502205386987		4690.933475210665
('м', 'о')	4004.0167278921076		4110.180231403147
('а', 'м')	3991.305563676577		3941.20615522324
(' ', 'р')	3953.172071029985		3390.1375464202993
('д', 'о')	3826.060428874681		3159.510766769345
('а', 'с')	3775.215772012559		3101.663785734782
('ь', '\n')	3724.3711151504367		1969.0807886370262
('е', 'л')	3711.659950934906		3387.092968471112
('к', 'и')	3660.815294072784		2804.0562912017026
(' ', 'л')	3571.837144564071		3042.2945157256254
