('в', 'о', 'й')	8804.10858400587		627.5433460794586
('т', 'в', 'о')	8804.10858400587		1319.7766312434069
(' ', 'т', 'в')	8804.10858400587		1143.0253803590138
('о', 'й', ' ')	8070.432868672046		3072.517421713713
('а', 'е', 'т')	5869.40572267058		852.6847088774462
('т', ',', '\n')	5869.40572267058		0
(' ', 'н', 'о')	5135.730007336757		1561.7271908113798
(' ', 'в', ' ')	5135.730007336757		3597.1681087768966
('а', 'к', ' ')	5135.730007336757		2576.3914321995953
(' ', 'п', 'о')	5135.730007336757		4854.292279332176
('е', 'т', ',')	5135.730007336757		449.2639863977942
(' ', 'с', 'в')	5135.730007336757		1429.8004646469483
('.', '.', '\n')	4402.054292002935		676.4428275921437
('.', '.', '.')	4402.054292002935		916.3559087637549
('\n', 'И', ' ')	4402.054292002935		2108.2807706354542
(' ', '-', '\n')	4402.054292002935		305.11238985519134
(' ', 'н', 'е')	4402.054292002935		7291.116441380982
('с', 'в', 'е')	4402.054292002935		894.9623856019551
('о', ' ', 'б')	3668.378576669112		570.493950981326
(',', '\n', 'К')	3668.378576669112		0
('й', ' ', 'с')	3668.378576669112		803.7852273647611
(' ', 'п', 'р')	3668.378576669112		3295.6213061153385
('о', 'в', ' ')	3668.378576669112		251.628581950692
('в', 'е', 'р')	3668.378576669112		1208.224689042594
('т', 'ь', ' ')	3668.378576669112		2947.2125003374576
(' ', 'д', 'у')	3668.378576669112		548.0816886213454
('й', ' ', 'д')	3668.378576669112		600.5467573276636
('т', 'о', ' ')	3668.378576669112		4404.51892333529
('к', 'р', 'а')	3668.378576669112		502.7477943022935
('е', 'м', ' ')	2934.70286133529		1165.947012318085
('К', 'а', 'к')	2934.70286133529		517.0101430768267
('\n', 'К', 'а')	2934.70286133529		621.9402804894635
('к', 'а', 'е')	2934.70286133529		32.09028474269959
('р', 'к', 'а')	2934.70286133529		90.6677886381036
('е', 'р', 'к')	2934.70286133529		115.11752939444614
('ч', ' ', 'т')	2934.70286133529		0
('е', 'ч', ' ')	2934.70286133529		7.640543986357045
('М', 'е', 'ч')	2934.70286133529		35.1465023372424
('\n', 'М', 'е')	2934.70286133529		186.93864286620234
('.', '\n', 'М')	2934.70286133529		33.618393539971
(' ', 'н', 'а')	2934.70286133529		4834.936234566738
('ы', 'й', ' ')	2934.70286133529		1496.0185125287094
('н', 'ы', 'й')	2934.70286133529		831.2911857156465
(',', '\n', 'И')	2934.70286133529		0
('к', 'о', 'в')	2934.70286133529		185.41053406893096
('в', ' ', 'т')	2934.70286133529		361.6524153542334
('д', 'о', 'р')	2934.70286133529		300.52806346337707
('л', 'д', 'о')	2934.70286133529		14.771718373623619
('о', 'л', 'д')	2934.70286133529		63.16183028721824
('н', 'о', 'л')	2934.70286133529		54.50254710268025
('Т', 'а', 'к')	2934.70286133529		277.0970619052155
('\n', 'Т', 'а')	2934.70286133529		513.4445558831934
('о', 'р', '\n')	2934.70286133529		26.487219152704423
('Т', 'ы', ' ')	2934.70286133529		1224.524516213489
('\n', 'Т', 'ы')	2934.70286133529		1239.2962345871126
('Н', 'о', ' ')	2934.70286133529		736.0390706857286
('\n', 'Н', 'о')	2934.70286133529		899.037342394679
('е', 'й', ' ')	2934.70286133529		1065.6012012972626
('.', '\n', 'В')	2934.70286133529		41.25893752632804
('Ч', 'т', 'о')	2934.70286133529		720.7579827130145
('\n', 'Ч', 'т')	2934.70286133529		699.8738291503054
(' ', 'в', 'о')	2934.70286133529		1321.304740040678
('ы', ' ', 'в')	2934.70286133529		555.7222326077024
